formula,material_id,band_gap,formation_energy,energy_above_hull,nsites,volume,density,spacegroup_symbol,spacegroup_number,crystal_system,lattice_a,lattice_b,lattice_c,lattice_alpha,lattice_beta,lattice_gamma,category,analyzed_metal,stable_phase_pH2,region_pH2,stable_phase_pH5,region_pH5
Sc2Be17,mp-1209010,0.0,-0.17443231210526203,0.002836349210526,38,359.9563906528677,2.243096506420121,P6_3/mmc,194,hexagonal,7.333554279999999,7.528394509547048,7.528394509547048,119.99999832630105,90.0,90.0,bi-metallic metal,Sc,Sc[+3],Passivation,Sc2O3(s),Passivation
TiBe,mp-11279,0.0,-0.14029816916666601,0.005038837916666,2,25.13476743186745,3.75774727350378,Pm-3m,221,cubic,2.92926249,2.92926249,2.92926249,90.0,90.0,90.0,bi-metallic metal,Ti,TiO2[+2],Passivation,TiO2[+2],Passivation
TiBe2,mp-2749,0.0,-0.19378267611111102,0.0,6,66.70157199316887,3.280737793848888,Fd-3m,227,cubic,4.552097498505462,4.552110187191529,4.551998740687555,60.002243051543886,60.00253567356546,60.00272046619099,bi-metallic metal,Ti,TiO2[+2],Passivation,TiO2[+2],Passivation
TiBe3,mp-1103465,0.0,-0.204800896249999,0.0,12,123.06100885631598,3.032161011415756,R-3m,166,trigonal,4.486690911973199,4.486690911973199,7.519197337763752,72.64152731596434,72.64152731596434,59.9999892065318,bi-metallic metal,Ti,TiO2[+2],Passivation,TiO2[+2],Passivation
TiBe12,mp-1104067,0.0,-0.147714827948718,0.0,13,111.68726357094982,2.319566069161335,I4/mmm,139,tetragonal,4.16367717,5.581957299489326,5.581957299489326,82.00432978315902,68.10178958108952,68.10178958108952,bi-metallic metal,Ti,TiO2[+2],Passivation,TiO2[+2],Passivation
Ti2Be17,mp-12648,0.0,-0.198588641666666,0.00016821999999900003,19,167.10646689780756,2.473730786983482,R-3m,166,trigonal,5.547894311240194,5.5478957459212515,5.547896219062357,82.87583624401223,82.87584099762898,82.87584391102003,bi-metallic metal,Ti,TiO2[+2],Passivation,TiO2[+2],Passivation
Ti2Be17,mp-1201649,0.0,-0.198756861666667,0.0,38,334.87388672459815,2.468848293382192,P6_3/mmc,194,hexagonal,7.16998013,7.34361350719093,7.34361350719093,119.99701207881276,90.0,90.0,bi-metallic metal,Ti,TiO2[+2],Passivation,TiO2[+2],Passivation
Ti11BeO20,mp-780463,0.0,-3.356509065364584,0.031780123124999005,64,707.762695110667,4.014489385931081,P-1,2,triclinic,7.216253,7.734568883533781,13.138530308458744,90.2117774591245,93.19151997723193,104.80258354283401,bi-metallic oxide,Ti,TiO2[+2],Passivation,TiO2[+2],Passivation
Be2V,mp-11281,0.0,-0.21818012416666502,0.0,12,115.86782460891379,3.953487927139779,P6_3/mmc,194,hexagonal,4.361538260004279,4.361527542156833,7.03320941,90.0,90.0,119.99991607849122,bi-metallic metal,Be,Be[+2],Passivation,Be[+2],Passivation
Be12V,mp-571438,0.0,-0.10248673076923001,0.0,13,108.05442886711029,2.444798580369198,I4/mmm,139,tetragonal,4.145260194013447,5.510277010761453,5.510344660029023,81.87163869955616,67.90332014063786,67.90346946620166,bi-metallic metal,Be,Be[+2],Passivation,Be[+2],Passivation
Be2Cr,mp-30438,0.0,-0.22044840916666703,0.0,12,114.39090100088167,4.065767990849648,P6_3/mmc,194,hexagonal,4.313351480055277,4.3133507802265765,7.099516960000089,90.00000444253368,89.99997648231927,119.99944677664506,bi-metallic metal,Be,Be[+2],Passivation,Be[+2],Passivation
Be12Cr,mp-1590,0.0,-0.050614865384615,0.00025784442307600003,13,107.9943631152315,2.462374064031555,C2/m,12,monoclinic,4.125156006505035,5.5140272628400755,5.514334140633557,82.00282790591515,68.10872153494635,68.10967750346492,bi-metallic metal,Be,Be[+2],Passivation,Be[+2],Passivation
BeCrO4,mp-770887,2.4705,-2.060414783749999,0.012121525083333001,24,321.71117092369605,2.580913183956837,P2_1/c,14,monoclinic,8.48117901,4.891404329632027,8.788374712641593,61.933807976116086,90.0,90.0,bi-metallic oxide,Be,Be[+2],Passivation,Be[+2],Passivation
BeCr2O4,mp-1193887,2.8371,-2.600075347142854,0.0,28,254.39765156712795,4.621405962925308,Pnma,62,orthorhombic,4.542211791986698,5.708406709181096,9.811396170001027,90.0000184187871,90.00005469981205,90.00639127756507,bi-metallic oxide,Be,Be[+2],Passivation,Be[+2],Passivation
MnBe2,mp-11270,0.0,-0.250302259310346,0.0,12,102.89541086489749,4.709906088885829,P6_3/mmc,194,hexagonal,4.181029910064689,4.181027068580838,6.79667569000013,89.99998279395449,89.99997754940128,119.99941211618885,bi-metallic metal,Mn,MnO4[-1],Passivation,MnO4[-1],Passivation
MnBe3,mp-973292,0.0,-0.17889021073275901,0.010523769750001001,4,34.383434366923666,3.958941662761996,Pm-3m,221,cubic,3.251743840000326,3.251742820000326,3.251746920000326,90.00003629721637,90.00003629721067,90.00003629723355,bi-metallic metal,Mn,MnO4[-1],Passivation,MnO4[-1],Passivation
MnBe12,mp-1104792,0.0,-0.062953709071618,0.0,13,107.42966433306988,2.5207910224986,I4/mmm,139,tetragonal,4.124867002424804,5.504905251088209,5.504906305691322,81.9098650278435,67.9808566818322,67.980884037883,bi-metallic metal,Mn,MnO4[-1],Passivation,MnO4[-1],Passivation
Mn2BeO4,mp-770881,0.0,-2.285951375123153,0.039093028125007,28,279.55241654745674,4.345362332200092,Pnma,62,orthorhombic,4.634435,5.9587769999999995,10.123002,90.0,90.0,90.0,bi-metallic oxide,Mn,MnO4[-1],Passivation,MnO4[-1],Passivation
BeFe3,mp-1227549,0.0,-0.057636483749999,0.046459954374999,4,42.76425937597964,6.855338946283915,Cmmm,65,orthorhombic,2.434128158997418,2.434128158997418,7.35930117,90.0,90.0,101.26089942932524,bi-metallic metal,Be,Be[+2],Passivation,Be[+2],Passivation
Be2Fe,mp-2225,0.0,-0.27759050166666505,0.0,12,103.2960246961987,4.74995877557366,P6_3/mmc,194,hexagonal,4.1883492702241325,4.18834883228177,6.79926708,89.99999941191518,90.00000061066459,119.99882554753857,bi-metallic metal,Be,Be[+2],Passivation,Be[+2],Passivation
Be3Fe,mp-983590,0.0,-0.20898726124999903,0.0,4,33.9807757494717,4.050173723163006,Pm-3m,221,cubic,3.239004850000161,3.2390017900003216,3.238996680000161,90.0000360862667,89.99999999999432,90.00003608622117,bi-metallic metal,Be,Be[+2],Passivation,Be[+2],Passivation
Be5Fe,mp-1025010,0.0,-0.09007575583333301,0.049249084999999006,6,49.75865134873596,3.3674185506251693,F-43m,216,cubic,4.128483049409277,4.128483049409277,4.128483049409276,60.00122697036395,60.00122697036395,60.00122697036395,bi-metallic metal,Be,Be[+2],Passivation,Be[+2],Passivation
Be12Fe,mp-1104104,0.0,-0.046018346923077005,0.018285425769231003,13,106.00420086187538,2.568896000308672,I4/mmm,139,tetragonal,4.12413039,5.473163193719365,5.473163193719365,81.83944837264653,67.86692086110547,67.86692086110547,bi-metallic metal,Be,Be[+2],Passivation,Be[+2],Passivation
BeCo,mp-2773,0.0,-0.29332581750000003,0.0,2,17.009358018326665,6.633169387216214,Pm-3m,221,cubic,2.57175331,2.57175331,2.57175331,90.0,90.0,90.0,bi-metallic metal,Be,Be[+2],Passivation,Be[+2],Passivation
Be3Co,mp-1183423,0.0,-0.285188863749999,0.0,4,33.41132288670624,4.272686656558092,I4/mmm,139,tetragonal,4.121650521890474,4.121650521890474,4.121650521890474,135.93353862233653,135.93353862233653,64.0831022876703,bi-metallic metal,Be,Be[+2],Passivation,Be[+2],Passivation
Be3Co,mp-1183425,0.0,-0.25081164,0.034377223749999006,8,65.48029205260035,4.360277237655192,P6_3/mmc,194,hexagonal,4.56636129,4.566360709559624,3.62609724,90.0,90.0,119.99998964395233,bi-metallic metal,Be,Be[+2],Passivation,Be[+2],Passivation
Be5Co,mp-1071690,0.0,-0.187673225833333,0.0024526833333330003,6,47.97136989827345,3.599777834462416,F-43m,216,cubic,4.078486597400016,4.078486597400016,4.078486597400016,59.99999999999999,59.99999999999999,59.99999999999999,bi-metallic metal,Be,Be[+2],Passivation,Be[+2],Passivation
Be12Co,mp-1104193,0.0,-0.039066079999999004,0.048684339615384,13,104.55600656530929,2.653523648872987,I4/mmm,139,tetragonal,4.08197057,5.457080363875603,5.457080363875603,81.95902577751427,68.03704684353478,68.03704684353478,bi-metallic metal,Be,Be[+2],Passivation,Be[+2],Passivation
Be(CoO2)2,mp-770957,0.0,-1.790018201428597,0.0,14,113.05064096894415,5.607351497920858,Fd-3m,227,cubic,5.427452220950378,5.427452220950378,5.427452220950378,60.00000000000001,90.0,119.99999999999999,bi-metallic oxide,Be,Be[+2],Passivation,Be[+2],Passivation
BeNi,mp-1033,0.0,-0.468281252499999,0.0,2,17.313667771141436,6.493584457320203,Pm-3m,221,cubic,2.58699959,2.58699959,2.58699959,90.0,90.0,90.0,bi-metallic metal,Be,Be[+2],Passivation,Be[+2],Passivation
Be3Ni,mp-865168,0.0,-0.28368570124999903,0.0,4,33.54884443527943,4.243303365787677,I4/mmm,139,tetragonal,4.064212237160423,4.064212237160423,4.064212237160423,134.56429551858957,134.56429551858957,66.20794489366634,bi-metallic metal,Be,Be[+2],Passivation,Be[+2],Passivation
Be3Ni,mp-984315,0.0,-0.27828066125,0.005405039999999001,8,67.01494974946941,4.248542304148651,P6_3/mmc,194,hexagonal,4.581928280007107,4.5819119680953,3.68591688,90.0,90.0,119.99988588864214,bi-metallic metal,Be,Be[+2],Passivation,Be[+2],Passivation
BeCu,mp-2323,0.0,-0.1002443075,0.005036342500000001,2,19.08699160858433,6.312450819032411,Pm-3m,221,cubic,2.67246788,2.67246788,2.67246788,90.0,90.0,90.0,bi-metallic metal,Be,Be[+2],Passivation,Be[+2],Passivation
Be2Cu,mp-2031,0.0,-0.1403742,0.0,6,53.02076494915034,5.10934824228532,Fd-3m,227,cubic,4.216838350512429,4.216838554328497,4.21683827,60.000010153587645,60.00000855471712,60.00001645084903,bi-metallic metal,Be,Be[+2],Passivation,Be[+2],Passivation
Be3Cu,mp-1227357,0.0,-0.104867697916667,0.000412952083333,12,103.79788825724312,4.347367530608563,Cm,8,monoclinic,4.187199370230728,4.187199363160345,7.251156229482526,73.22828491587696,89.99365657252011,120.00645566418176,bi-metallic metal,Be,Be[+2],Passivation,Be[+2],Passivation
BeZn3O4,mp-1227367,1.5432000000000001,-2.077012358124999,0.041875926874999005,8,86.18009943056134,5.187719643290688,I-42m,121,tetragonal,5.396931315402855,5.396931315402855,5.396931315402855,131.56490437754175,131.56490437754175,70.91708730926123,bi-metallic oxide,Be,Be[+2],Passivation,Be[+2],Passivation
BeZnO2,mp-550433,2.6575,-2.3983149150000003,0.048562542499999,8,74.39087356573184,4.750973583385163,I-42d,122,tetragonal,5.0336879260633545,5.0336879260633545,5.0336879260633545,129.3190604370856,129.3190604370856,74.4977309496242,bi-metallic oxide,Be,Be[+2],Passivation,Be[+2],Passivation
YBe13,mp-1193534,0.0,-0.184163488928571,0.0,28,266.0108165558864,2.572659904033732,Fm-3c,226,cubic,7.218906741969614,7.218906741969614,7.218906741969614,60.00000000000001,60.00000000000001,60.00000000000001,bi-metallic metal,Y,Y[+3],Passivation,Y[+3],Passivation
Y2BeO4,mp-5905,4.0945,-3.6812032614285712,0.029521198392856003,28,374.2360501510238,4.451723658748852,Pnma,62,orthorhombic,3.563067,10.0265,10.47544,90.0,90.0,90.0,bi-metallic oxide,Y,Y[+3],Passivation,Y[+3],Passivation
